公司名稱,產業類別,聯絡人,產業描述,電話,資本額,傳真,員工人數,地址,公司網址,官方,地址相同,資本額誤差
力揚國際商行,綜合商品批發代理業,林先生,綜合商品批發代理業,06-2301410,暫不提供,暫不提供,8人,臺南市歸仁區大埔路一段109號之2,,,,
芳杰商行,飲料店業,暫不提供,飲料店業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
佳音英語新化分校_臺南市私立佳恩美語短期補習班,補習班,Jenny小姐,學校及文教機構,暫不提供,暫不提供,暫不提供,暫不提供,臺南市新化區民治路156、158號,http://je.joy.com.tw/,,,
財團法人台灣省私立鴻佳啟能庇護中心,社會福利服務業,蔡佳玲,非營利社會福利機構,暫不提供,暫不提供,暫不提供,70人,臺南市南區清水路222號,http://www.hc.org.tw,,,
亞達科技股份有限公司,其它軟體及網路相關業,江小姐,軟體業,06-5057624,2億,06-5057625,45人,臺南市新市區南科,http://www.micadat.com,,,
台南YMCA_社團法人台南市基督教青年會,社會福利服務業,盧懿君,社會教育及志願服務,06-2207302,暫不提供,06-2241234,300人,臺南市中西區民生路二段200號,http://www.ymca-tainan.org.tw/,,,
合恆建設有限公司,建築工程業,李小姐,建築工程業,暫不提供,暫不提供,暫不提供,暫不提供,臺南市安南區海中街138巷29號,https://www.heheng.com.tw,,,
東馬海南雞飯台南店_食物語小吃,餐館業,暫不提供,東馬海南雞飯,暫不提供,1萬元,暫不提供,2人,暫不提供,,,,
金台灣企業股份有限公司,塑膠製品製造業,楊小姐,製造業,06-3550505,暫不提供,06-3550779,30人,臺南市安南區安和路四段36巷74弄23號,http://www.jin-taiwan.com.tw,,,
顏氏齒模股份有限公司,綜合商品批發代理業,林小姐,綜合商品批發代理業,暫不提供,暫不提供,暫不提供,暫不提供,臺南市仁德區文華路三段428巷130弄7號,http://www.yen-denttech.com.tw/,,,
ActCAD大中華區總代理_亞思資訊科技股份有限公司,電腦軟體服務業,林小姐,電腦軟體服務業｜CAD工程繪圖軟體,06-2813300,200萬元,06-2823300,暫不提供,臺南市永康區中正南路30號8樓之2(太子金融中心辦公大樓),https://astek-group.com/actcad,,,
全家便利商店台南華興店_傳家商行,其他零售業,暫不提供,其他零售業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
斐成企業股份有限公司,其他電子零組件相關業,人資部,畜牧場經營業、住宅及大樓開發租售業,06-2995586,8億3000萬元,06-2996670,30人,臺南市安平區永華路二段248號11樓之2,http://www.fce.com.tw,,,
幸達實業股份有限公司,塑膠製品製造業,陳小姐,塑膠製品製造業,06-5988579,暫不提供,06-5988379,暫不提供,臺南市新市區永就里6之60號,,,,
得鈺企業股份有限公司,綜合商品批發代理業,林小姐,出口貿易商,暫不提供,500萬元,暫不提供,10人,臺南市東區大同路二段615號21樓之2,,,,
信侑有限公司,非金屬家具及裝設品製造業,暫不提供,建物裝修及裝潢業；廚具製造業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
醫定生技股份有限公司,醫療器材製造業,暫不提供,醫療器材製造業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
臺南市私立樂群文理短期補習班,補習班,郭先生,補習班,06-5726060,暫不提供,暫不提供,暫不提供,臺南市麻豆區和平路60號,,,,
佛頂山朝聖寺,宗教組織,李小姐,宗教組織,暫不提供,暫不提供,暫不提供,30人,臺南市永康區中華路425號6樓,http://www.tuztuzo.com.tw,,,
晶彩照明設計有限公司,家庭電器╱設備及用品批發業,暫不提供,燈飾,暫不提供,300萬元,暫不提供,5人,暫不提供,https://www.facebook.com/jingtsai2822819.com.tw/,,,
優模科技股份有限公司,電力機械器材製造修配業,暫不提供,塑膠射出模具.,暫不提供,2800萬元,暫不提供,暫不提供,暫不提供,http://www.unimold.com.tw/cn/index.html,,,
社團法人臺南市心技能全齡學習推廣學會,職業團體,莊總幹事,人才培訓／親子社福,06-2094059,暫不提供,暫不提供,30人,臺南市永康區永大路二段556巷78號,http://hcnllpa.org.tw/,,,
泳鑫溙有限公司,管線／管道工程相關業,暫不提供,管線╱管道工程相關業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
留香居海鮮燒烤店,餐館業,林小姐,餐館業,暫不提供,暫不提供,暫不提供,暫不提供,臺南市中西區觀亭街56號,,,,
奇業科創股份有限公司,其他機械製造修配業,陳小姐,半導體/面板/電子產業自動化設備,06-5833533,1000萬元,06-5832813,25人,臺南市善化區牛庄里牛庄131之3號,https://www.cykctek.com,,,
文隆印刷工業股份有限公司,印刷業,謝小姐,印刷業,暫不提供,3100萬元,暫不提供,50人,臺南市南區新樂路64號(安平工業區),http://www.wenlung-labelprinting.com.tw/,,,
永鈦機械有限公司,其他機械製造修配業,暫不提供,其他機械製造修配,暫不提供,暫不提供,暫不提供,20人,暫不提供,,,,
旭豐電器有限公司,家庭電器／設備及用品批發業,丁先生,家庭電器╱設備及用品批發業,06-6350832,100萬元,暫不提供,2人,臺南市新營區民權路64之2號1樓,,,,
將頂科技有限公司,金屬鍛造及粉末冶金業,王先生,專業鋁合金客製化鍛造廠,06-5976037,1000萬元,06-5976035,50人,臺南市安定區港尾里港子尾64-8號,http://www.jdforging.com/,,,
金玉堂文具批發廣場_樺陞文具圖書行,文具禮品相關業,李小姐,文具玩具禮品業,06-6987568,暫不提供,06-6992272,7人,臺南市六甲區中華路35號1樓,,,,
邰欣建設股份有限公司,建築工程業,暫不提供,建築工程業,暫不提供,2500萬元,暫不提供,20人,暫不提供,https://www.tshouse.com.tw,,,
得源營造有限公司,建築工程業,暫不提供,建築工程業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
新紡企業股份有限公司,紡織成衣業,暫不提供,紗線加工廠,暫不提供,1億2000萬元,暫不提供,暫不提供,暫不提供,,,,
洛伊國際企業有限公司,綜合商品批發代理業,劉秘書,綜合商品批發代理業,02-29076899,暫不提供,暫不提供,暫不提供,臺南市永康區中華路12號5樓之2,,,,
小紅莓食品行,儲配／運輸物流業,姚小姐,飲料酒水批發,暫不提供,暫不提供,暫不提供,40人,臺南市歸仁區保大路3段272巷2號,https://www.3qhomemay.com.tw/index.php,,,
尚發工業有限公司,自動控制相關業,彭先生,自動控制相關業,06-2303074,暫不提供,暫不提供,6人,臺南市東區立德八路3巷60號1樓,,,,
銘勝企業有限公司,食品什貨零售業,鄭小姐,食品什貨零售業,06-2132877,2037萬元,06-2149990,30人,臺南市中西區樹林街二段6號,http://www.ming-zhe.com/index.asp,,,
章魚服飾業,鞋類／布類／服飾品零售業,何先生,鞋類╱布類╱服飾品零售業,06-2238970,暫不提供,暫不提供,暫不提供,臺南市中西區府前里府前路二段40巷17號1樓,,,,
為楓渡假別館_為楓旅館股份有限公司,旅館業,人事部,汽車旅館,暫不提供,600萬元,暫不提供,10人,臺南市南區灣裡路62巷2號,http://www.wehome.com.tw/,,,
台灣智慧服務股份有限公司,電腦系統整合服務業,洪先生,連網電子門鎖與捲門控制器品牌服務商,暫不提供,1600萬元,暫不提供,30人,臺南市安平區永華路二段820號,https://www.tiscservice.com/,,,
高屏南電力技術顧問有限公司,電力機械器材製造修配業,楊小姐,電力設備檢驗維護、經濟用電分析改善、紅外線熱影像檢驗,06-2700985,580萬元,06-2700761,15人,臺南市仁德區新田二街120巷22弄27號,https://zh-tw.facebook.com/kpta.k1998/,,,
永泰不動產_永泰不動產開發股份有限公司,其他不動產業,Leo,其他不動產業、代租代管、買賣,暫不提供,100萬元,暫不提供,6人,臺南市永康區小東路423巷30號2樓之2,,,,
卉紘公關行銷有限公司,廣告行銷公關業,邱小姐,廣告行銷公關業,06-3561277,暫不提供,暫不提供,10人,臺南市安南區景安街125號,,,,
臺南市私立金仁文理短期補習班,補習班,郭小姐,補習班,06-3386588,暫不提供,暫不提供,暫不提供,臺南市歸仁區民權北路163號,,,,
仟馭當舖,其他金融及輔助業,吳小姐,其他金融及輔助業,06-3500255,150萬元,06-3500270,3人,臺南市中西區光賢里武聖路243號1樓,,,,
和廣科技股份有限公司,管線／管道工程相關業,沈小姐,空調配管工程,暫不提供,暫不提供,暫不提供,52人,臺南市善化區中華路111號,http://www.worldwide-ltd.com.tw,,,
方振崑眼科診所,診所,李小姐,診所,06-5990172,暫不提供,06-5892350,暫不提供,臺南市新市區新市里中正路319之2號,,,,
新思路光電有限公司,光電產業,暫不提供,LED光電設計、照明製造業,暫不提供,暫不提供,暫不提供,12人,暫不提供,,,,
葉林飲料店,飲料店業,葉先生,餐飲業,06-2221259,50萬元,暫不提供,15人,臺南市中西區南門路5號,https://www.facebook.com/teaindustry,,,
銘濱汽車保養廠_銘濱企業社,汽機車維修業,尤先生,汽機車維修業,06-2071566,暫不提供,06-2715213,暫不提供,臺南市仁德區中正路三段709號,,,,
崇威工程顧問有限公司,光電產業,暫不提供,太陽能技術服務工程,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
麻古茶坊歸仁店_和饌商行,飲料店業,趙先生,飲料店業,06-3301267,暫不提供,暫不提供,暫不提供,臺南市歸仁區後市里中山路2段72之1號1樓,,,,
聖曜文教事業股份有限公司附設臺南市私立聖曜兒童課後照顧服務中心,安親/才藝班,林先生,安親/才藝班,06-2793093,1500萬元,暫不提供,6人,臺南市仁德區仁德區裕華三街353號,,,,
漢廈中醫診所,診所,暫不提供,診所,暫不提供,暫不提供,暫不提供,6人,暫不提供,https://hansiap.com/,,,
展一國際專利商標事務所,法律服務業,吳小姐,代辦專利商標事務所,暫不提供,暫不提供,暫不提供,32人,臺南市安平區慶平路191號4樓之2,http://,,,
華聲文教事業有限公司,補習班,鄭先生,文教機構,06-2290231,暫不提供,06-2264860,50人,臺南市中西區中山路70號2樓,http://www.whasheng.com.tw/,,,
聯生包裝有限公司,塑膠製品製造業,利先生,包裝設備製造業/塑膠製品製造業,06-3300256,暫不提供,暫不提供,暫不提供,臺南市歸仁區凱旋路三段262號,https://liensheng.com/,,,
雷音電子股份有限公司,其他電子零組件相關業,王先生,其他電子零組件相關業,暫不提供,暫不提供,暫不提供,250人,臺南市仁德區保安工業區開發三路21號,https://www.chowsons.com/,,,
億達工程股份有限公司,建築工程業,吳先生,營造業,06-2662316,1億800萬元,06-2666039,25人,臺南市仁德區二仁路一段68號1樓,https://www.yidar.com.tw/,,,
台灣大福高科技設備股份有限公司,其他機械製造修配業,連小姐,自動化機械業物流設備製造業,暫不提供,2億,暫不提供,340人,臺南市新市區南部科學園區大業一路7號(臺南科學園區),https://www.daifuku.com/tw/,,,
BBYOURLOVE_樣莉服飾店,鞋類╱布類╱服飾品零售業,許先生,鞋類╱布類╱服飾品零售業,暫不提供,暫不提供,暫不提供,暫不提供,臺南市中西區西華南街60號1樓,https://www.bbyourlove.com.tw,,,
台南市柚城心智關懷協會,社會福利服務業,曾小姐,社會福利服務業,06-5715511,暫不提供,暫不提供,暫不提供,臺南市麻豆區南勢里南勢28號之2,,,,
樹勝有限公司,金屬加工用機械製造修配業,郭先生,金屬加工用機械製造修配業,06-5975772,暫不提供,暫不提供,暫不提供,臺南市安定區許中營1之25號1樓,,,,
樞馥企業有限公司,不織布業,余小姐,國際貿易,06-2703027,1500萬元,06-2705730,7人,臺南市仁德區一甲里太乙一街42號1樓,,,,
皇家機車出租,運輸工具設備租賃業,暫不提供,機車出租,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
福裕先進材料股份有限公司,其他化學相關製造業,吳先生,其他化學相關製造業,06-2531201,1億,06-2531385,20人,臺南市永康區蔦松三街140巷8弄2號,,,,
順正交通股份有限公司,汽車貨運業,暫不提供,汽車貨運業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
大集美食館,餐館業,暫不提供,餐館業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,https://zh-tw.facebook.com/jiji.137/,,,
溢達精密研磨廠,金屬表面處理及熱處理業,暫不提供,金屬表面處理及熱處理業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
台灣神隆股份有限公司,藥品製造業,吳小姐,原料藥研發與製造,暫不提供,79億,暫不提供,700人,臺南市善化區臺南科學園區南科八路1號,https://,,,
參神堂中醫診所,診所,陳先生,診所,06-2230932,暫不提供,暫不提供,暫不提供,臺南市北區西門路3段189號,,,,
程曜精密科技有限公司,自動控制相關業,人事管理部,半導體相關機械設備製造修配,暫不提供,暫不提供,暫不提供,25人,臺南市安南區本原街一段262巷16號,,,,
廣大工業股份有限公司,機車及其零件製造業,余小姐,出口機車手把開關零件,06-2531297,暫不提供,06-2534597,59人,臺南市永康區中正一街32巷7號,,,,
寶萊屋不動產實業有限公司,不動產經營業,暫不提供,"不動產經營業,預售屋代銷",暫不提供,500萬元,暫不提供,15人,暫不提供,,,,
財團法人成大水利海洋研究發展文教基金會,土木工程業,文小姐,土木工程業,06-2363173,720萬元,暫不提供,暫不提供,臺南市東區大學里大學路22巷2號1樓,,,,
良銓牙醫診所,診所,陳小姐,診所,06-2935116,暫不提供,06-2279886,暫不提供,臺南市安平區平通里育平路359號,,,,
成大智研國際驗證股份有限公司,檢測技術服務,人事,農產品驗證服務(國內有機/產銷履歷驗證),06-3032938,1500萬元,06-3032939,暫不提供,臺南市歸仁區中正南路二段35-1號,http://agama-bt.com.tw/ncku/about.php,,,
約設集室內設計有限公司,室內設計業,暫不提供,室內設計,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
崇鳴會計稅務記帳士事務所,會計服務業,暫不提供,會計服務業,暫不提供,暫不提供,暫不提供,1人,暫不提供,,,,
統一超商加喆門市_凱碩便利商行,量販流通相關業,姜先生,休閒服務,06-3550573,暫不提供,06-3568873,暫不提供,臺南市安南區培安路155號,,,,
太和堂製藥股份有限公司,醫療器材製造業,暫不提供,中藥製造業,暫不提供,暫不提供,暫不提供,25人,暫不提供,http://taihotang.com.tw/,,,
